Week,Workout ID,Sport,Session Type,Total Duration,Total Distance,Warm Up,Recovery Rest,Cool Down,Intensity Type,Intensity Rule,Intensity Display,Workout Description (Original Structure),Intensity Guidance (%),Workout Description (Original Structure) (2),Intensity Guidance (%) (2),Warm Up Intensity Rule,Main Set Intensity Rule,Cool Down Intensity Rule
9,W09-RUN-TEMP-09,Run,Tempo,55min,,12min + strides,4min between reps,10min,RUN_PACE,RUN:THRESHOLD,Threshold pace (~7:20/mi),55mins; MS = 2 x 12mins steady,Threshold pace,55mins; MS = 2 x 12mins steady,Threshold pace (~7:20/mi),RUN:AEROBIC,RUN:THRESHOLD,RUN:AEROBIC
10,W10-SWIM-INT-01,Swim,Interval,,1800m,300m + drills,30–45s between reps,200m,CSS,CSS:-3--5,CSS –3 to –5 sec per 100,"Total = 1,800m; MS = 2 x 400m; 4 x 100m",CSS –3 to –5 sec per 100,"Total = 1,800m; MS = 2 x 400m; 4 x 100m",CSS –3 to –5 sec per 100,CSS:+8-+12,CSS:-3--5,CSS:+8-+12
10,W10-SWIM-AER-02,Swim,Aerobic,,1500m,200m,,100m,CSS,CSS:+8-+12,CSS +8 to +12 sec per 100,"1,500m steady",CSS +8 to +12 sec per 100,"1,500m",CSS +8 to +12 sec per 100,CSS:+8-+12,CSS:+8-+12,CSS:+8-+12
10,W10-SWIM-END-03,Swim,Endurance,,2000m,300m,,200m,CSS,CSS:+5-+10,CSS +5 to +10 sec per 100,"2,000m steady continuous",CSS +5 to +10 sec per 100,"2,000m steady continuous",CSS +5 to +10 sec per 100,CSS:+8-+12,CSS:+5-+10,CSS:+8-+12
10,W10-BIKE-INT-04,Bike,Interval,50min,,12min progressive build,2min between efforts,8–10min,FTP,FTP:1.05-1.15,105–115% FTP,Total = 50mins; MS = 4 x 2mins; 4 x 1min,105–115% FTP,Total = 50mins; MS = 4 x 2mins; 4 x 1min,105–115% FTP (253–277w),FTP:0.60-0.70,FTP:1.05-1.15,FTP:0.60-0.70
10,W10-BIKE-AER-05,Bike,Aerobic,,60–70km,10min,,5–10min,FTP,FTP:0.65-0.75,65–75% FTP,60–70km steady aerobic,65–75% FTP,60–70km,65–75% FTP (157–181w),FTP:0.60-0.70,FTP:0.65-0.75,FTP:0.60-0.70
10,W10-BIKE-TEMP-06,Bike,Tempo,75min,,15min progressive warm-up,4min between reps,10min,FTP,FTP:0.80-0.90,80–90% FTP,75mins; MS = 3 x 10mins,80–90% FTP,75mins; MS = 3 x 10mins,80–90% FTP (193–217w),FTP:0.60-0.70,FTP:0.80-0.90,FTP:0.60-0.70
10,W10-RUN-TT-07,Run,Time Trial,,15km,15min + strides,,10min,RUN_PACE,RUN:TEST,Hard sustained effort,15km time trial,Establish HM projection pace,15km; Include warm-up & cool-down,Hard sustained effort; establish half marathon projection pace,RUN:AEROBIC,RUN:TEST,RUN:AEROBIC
10,W10-RUN-AER-08,Run,Aerobic,,10km,5min,,5min,RUN_PACE,RUN:AEROBIC,8:00–8:45 per mile,10km steady aerobic,8:00–8:45 per mile,10km,8:00–8:45 per mile,RUN:AEROBIC,RUN:AEROBIC,RUN:AEROBIC
10,W10-RUN-THR-09,Run,Threshold,60min,,12min + strides,4min between reps,10min,RUN_PACE,RUN:THRESHOLD,Threshold pace (~7:20/mi),60mins; MS = 3 x 10mins,Threshold pace,60mins; MS = 3 x 10mins,Threshold pace (~7:20/mi),RUN:AEROBIC,RUN:THRESHOLD,RUN:AEROBIC
11,W11-SWIM-INT-01,Swim,Interval,,2000m,400m + drills,45s between reps,200m,CSS,CSS:MIXED,500 @ CSS; 200 @ CSS-3; 100 hard controlled,"Total = 2,000m; MS = 1 x 500m @ PE7; 2 x 200m @ PE8; 3 x 100m @ PE9",500m @ CSS; 200s @ CSS –3; 100s hard controlled,"Total = 2,000m; MS = 1 x 500m @ PE 7; 2 x 200m @ PE 8; 3 x 100m @ PE 9",500m @ CSS pace; 200s @ CSS –3s; 100s hard controlled,CSS:+8-+12,CSS:MIXED,CSS:+8-+12
11,W11-SWIM-AER-02,Swim,Aerobic,,1600m,200m,,100m,CSS,CSS:+8-+12,CSS +8 to +12 sec per 100,"1,600m steady",CSS +8 to +12 sec per 100,"1,600m",CSS +8 to +12 sec per 100,CSS:+8-+12,CSS:+8-+12,CSS:+8-+12
11,W11-SWIM-END-03,Swim,Endurance,,2100m,300m,,200m,CSS,CSS:+5-+10,CSS +5 to +10 sec per 100,"2,100m steady continuous",CSS +5 to +10 sec per 100,"2,100m steady continuous",CSS +5 to +10 sec per 100,CSS:+8-+12,CSS:+5-+10,CSS:+8-+12
11,W11-BIKE-TEMP-04,Bike,Tempo,60min,,15min progressive warm-up,3–4min between reps,10min,FTP,FTP:0.80-0.90,80–90% FTP,Total = 60mins; MS = 4 x 7mins,80–90% FTP,Total = 60mins; MS = 4 x 7mins,80–90% FTP (193–217w),FTP:0.60-0.70,FTP:0.80-0.90,FTP:0.60-0.70
11,W11-BIKE-AER-05,Bike,Aerobic,,60–70km,10min,,5–10min,FTP,FTP:0.65-0.75,65–75% FTP,60–70km steady aerobic,65–75% FTP,60–70km,65–75% FTP (157–181w),FTP:0.60-0.70,FTP:0.65-0.75,FTP:0.60-0.70
11,W11-BIKE-THR-06,Bike,Threshold,75min,,15min progressive build,5min between reps,10min,FTP,FTP:0.95-1.00,95–100% FTP,75mins; MS = 3 x 12mins,95–100% FTP,75mins; MS = 3 x 12mins,95–100% FTP (229–241w),FTP:0.60-0.70,FTP:0.95-1.00,FTP:0.60-0.70
11,W11-RUN-INT-07,Run,Interval,45min,,12min + strides,2min between sets,8–10min,RUN_PACE,RUN:5K,5K pace,Total = 45mins; MS = 4 x 2mins; 4 x 1min,5K pace,Total = 45mins; MS = 4 x 2mins; 4 x 1min,5K pace (6:50–7:00/mi),RUN:AEROBIC,RUN:5K,RUN:AEROBIC
11,W11-RUN-AER-08,Run,Aerobic,,13km,5min,,5min,RUN_PACE,RUN:AEROBIC,8:00–8:45 per mile,13km steady aerobic,8:00–8:45 per mile,13km,8:00–8:45 per mile,RUN:AEROBIC,RUN:AEROBIC,RUN:AEROBIC
11,W11-RUN-TEMP-09,Run,Tempo,55min,,12min + strides,4min between reps,10min,RUN_PACE,RUN:THRESHOLD,Threshold pace (~7:20/mi),55mins; MS = 2 x 12mins steady,Threshold pace,55mins; MS = 2 x 12mins steady,Threshold pace (~7:20/mi),RUN:AEROBIC,RUN:THRESHOLD,RUN:AEROBIC
12,W12-SWIM-INT-01,Swim,Interval,,1800m,300m + drills,30–45s between reps,200m,CSS,CSS:-3--5,CSS –3 to –5 sec per 100,"Total = 1,800m; MS = 12 x 100m",CSS –3 to –5 sec per 100,"Total = 1,800m; MS = 12 x 100m",CSS –3 to –5 sec per 100,CSS:+8-+12,CSS:-3--5,CSS:+8-+12
12,W12-SWIM-AER-02,Swim,Aerobic,,1200m,200m,,100m,CSS,CSS:+8-+12,CSS +8 to +12 sec per 100,"1,200m steady",CSS +8 to +12 sec per 100,"1,200m",CSS +8 to +12 sec per 100,CSS:+8-+12,CSS:+8-+12,CSS:+8-+12
12,W12-SWIM-STEADY-03,Swim,Steady,,1800m,300m,,200m,CSS,CSS:+5-+10,CSS +5 to +10 sec per 100,"1,800m smooth continuous",CSS +5 to +10 sec per 100,"1,800m smooth continuous",CSS +5 to +10 sec per 100,CSS:+8-+12,CSS:+5-+10,CSS:+8-+12
12,W12-BIKE-INT-04,Bike,Interval,50min,,12min progressive build,2min between efforts,8–10min,FTP,FTP:1.05-1.15,105–115% FTP,Total = 50mins; MS = 4 x 2mins; 4 x 1min,105–115% FTP,Total = 50mins; MS = 4 x 2mins; 4 x 1min,105–115% FTP (253–277w),FTP:0.60-0.70,FTP:1.05-1.15,FTP:0.60-0.70
12,W12-BIKE-AER-05,Bike,Aerobic,,50km,10min,,5–10min,FTP,FTP:0.65-0.75,65–75% FTP,50km steady aerobic,65–75% FTP,50km,65–75% FTP (157–181w),FTP:0.60-0.70,FTP:0.65-0.75,FTP:0.60-0.70
12,W12-BIKE-TEMP-06,Bike,Tempo,65min,,15min progressive warm-up,4min between reps,10min,FTP,FTP:0.80-0.90,80–90% FTP,65mins; MS = 3 x 10mins,80–90% FTP,65mins; MS = 3 x 10mins,80–90% FTP (193–217w),FTP:0.60-0.70,FTP:0.80-0.90,FTP:0.60-0.70
12,W12-RUN-TEMP-07,Run,Tempo,50min,,12min + strides,3–4min between reps,10min,RUN_PACE,RUN:THRESHOLD,Threshold pace (~7:20/mi),Total = 50mins; MS = 3 x 8mins,Threshold pace,Total = 50mins; MS = 3 x 8mins,Threshold pace (~7:20/mi),RUN:AEROBIC,RUN:THRESHOLD,RUN:AEROBIC
12,W12-RUN-AER-08,Run,Aerobic,,10km,5min,,5min,RUN_PACE,RUN:AEROBIC,8:00–8:45 per mile,10km steady aerobic,8:00–8:45 per mile,10km,8:00–8:45 per mile,RUN:AEROBIC,RUN:AEROBIC,RUN:AEROBIC
12,W12-RUN-SPD-09,Run,Speed,45min,,12min + strides,2min between reps,10min,RUN_PACE,RUN:5K,5K pace,45mins; MS = 5 x 2mins,5K pace,45mins; MS = 5 x 2mins,5K pace (6:50–7:00/mi),RUN:AEROBIC,RUN:5K,RUN:AEROBIC
13,W13-SWIM-INT-01,Swim,Interval,,2200m,400m + drills,30–45s between reps,200m,CSS,CSS:-3--5,CSS –3 to –5 sec per 100,"Total = 2,200m; MS = 10 x 150m",CSS –3 to –5 sec per 100,"Total = 2,200m; MS = 10 x 150m",CSS –3 to –5 sec per 100,CSS:+8-+12,CSS:-3--5,CSS:+8-+12
13,W13-SWIM-AER-02,Swim,Aerobic,,2000m,300m,,200m,CSS,CSS:0,CSS pace steady strength,4 x 500m,CSS pace,4 x 500m,CSS pace (steady aerobic strength),CSS:+8-+12,CSS:0,CSS:+8-+12
13,W13-SWIM-END-03,Swim,Endurance,,2500m,300m,,200m,CSS,CSS:+5-+10,CSS +5 to +10 sec per 100,"2,500m steady continuous",CSS +5 to +10 sec per 100,"2,500m steady continuous",CSS +5 to +10 sec per 100,CSS:+8-+12,CSS:+5-+10,CSS:+8-+12
13,W13-BIKE-INT-04,Bike,Interval,60min,,15min progressive warm-up,3–4min between reps,10min,FTP,FTP:0.95-1.05,95–105% FTP ramp,Total = 1hr; MS = 5 x 5mins ramp,95–105% FTP ramp,"Total = 1hr; MS = 5 x 5mins, increase gear each min",95–105% FTP ramp (229–253w),FTP:0.60-0.70,FTP:0.95-1.05,FTP:0.60-0.70
13,W13-BIKE-TEMP-05,Bike,Tempo Long,,80km,10min,,5–10min,FTP,FTP:0.80-0.90,80–90% FTP,Total = 80km; MS = 2 x 10km hilly,80–90% FTP,Total = 80km; MS = 2 x 10km hilly,80–90% FTP (193–217w),FTP:0.60-0.70,FTP:0.80-0.90,FTP:0.60-0.70
13,W13-BIKE-AER-06,Bike,Aerobic,90min,,10min,,5–10min,FTP,FTP:0.65-0.75,65–75% FTP,90mins steady endurance,65–75% FTP,90mins steady endurance,65–75% FTP (157–181w),FTP:0.60-0.70,FTP:0.65-0.75,FTP:0.60-0.70
13,W13-RUN-INT-07,Run,Interval,50min,,12min + strides,2min between reps,8–10min,RUN_PACE,RUN:5K,5K pace progression,Total = 50mins; MS = 6 x 3mins increasing,5K pace → slightly faster,Total = 50mins; MS = 6 x 3mins increasing each min,5K pace → slightly faster,RUN:AEROBIC,RUN:5K,RUN:AEROBIC
13,W13-RUN-AER-08,Run,Aerobic,,14km,5min,,5min,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi controlled,14km hilly aerobic,8:00–8:45/mi,14km hilly,8:00–8:45/mi controlled,RUN:AEROBIC,RUN:AEROBIC,RUN:AEROBIC
13,W13-RUN-TEMP-09,Run,Tempo,55min,,12min + strides,,10min,RUN_PACE,RUN:THRESHOLD,Threshold pace (~7:20/mi),55mins steady,Threshold pace,55mins steady,Threshold pace (~7:20/mi),RUN:AEROBIC,RUN:THRESHOLD,RUN:AEROBIC
14,W14-SWIM-INT-01,Swim,Interval,,2400m,400m + drills,45s between reps,CSS,MIXED,300 @ CSS; 200 @ CSS-3; 100 hard,"Total = 2,400m; MS = 3 x 300m; 200m; 100m",300 @ CSS; 200 @ CSS –3; 100 hard controlled,,"Total = 2,400m; MS = 3 x 300m @ PE7; 200m @ PE8; 100m @ PE9",300s @ CSS; 200s @ CSS –3; 100s hard controlled,CSS:+8-+12,300 @ CSS; 200 @ CSS-3; 100 hard,CSS:+8-+12
14,W14-SWIM-AER-02,Swim,Aerobic,,1800m,200m,,CSS,CSS:+8-+12,CSS +8–12 per 100,"1,800m steady",CSS +8–12,,"1,800m",CSS +8 to +12 sec per 100,CSS:+8-+12,CSS +8–12 per 100,CSS:+8-+12
14,W14-SWIM-END-03,Swim,Endurance,,2600m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,600m steady",CSS +5–10,,"2,600m steady",CSS +5 to +10 sec,CSS:+8-+12,CSS +5–10,CSS:+8-+12
14,W14-BIKE-INT-04,Bike,Interval,60min,,15min build,1min between reps,FTP,FTP:1.20-1.40,120–140% FTP,Total = 1hr; MS = 12 x 1min full power,120–140% FTP,,Total = 1hr; MS = 12 x 1min full power,120–140% FTP (289–337w),FTP:0.60-0.70,120–140% FTP,FTP:0.60-0.70
14,W14-BIKE-AER-05,Bike,Aerobic,,80km,10min,,FTP,FTP:0.65-0.75,65–75% FTP,80km steady aerobic,65–75% FTP,,80km,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
14,W14-BIKE-TEMP-06,Bike,Tempo,75min,,15min progressive,,FTP,FTP:0.80-0.90,80–90% FTP,75mins steady,80–90% FTP,,75mins steady,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
14,W14-RUN-TEMP-07,Run,Tempo,60min,,12min,3–4min between reps,RUN_PACE,RUN:THRESHOLD,Threshold pace,Total = 1hr; MS = 2 x 12mins,Threshold pace,,Total = 1hr; MS = 2 x 12mins,Threshold pace,RUN:AEROBIC,Threshold pace,RUN:AEROBIC
14,W14-RUN-AER-08,Run,Aerobic,,12km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,12km hilly,8:00–8:45/mi,,12km hilly,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
14,W14-RUN-SPD-09,Run,Speed,45min,,12min,2min between reps,RUN_PACE,RUN:5K,5K pace,45mins; 5 x 2mins,5K pace,,45mins; 5 x 2mins,5K pace,RUN:AEROBIC,5K pace,RUN:AEROBIC
15,W15-SWIM-INT-01,Swim,Interval,,2200m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,"Total = 2,200m; 12 x 100m; 6 x 50m",CSS –3 to –5,,"Total = 2,200m; MS = 12 x 100m; 6 x 50m",CSS –3 to –5 sec,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
15,W15-SWIM-AER-02,Swim,Aerobic,,2000m,300m,,CSS,CSS:0,CSS steady,4 x 500m,CSS steady,,4 x 500m,CSS steady,CSS:+8-+12,CSS steady,CSS:+8-+12
15,W15-SWIM-END-03,Swim,Endurance,,2600m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,600m steady",CSS +5–10,,"2,600m steady",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
15,W15-BIKE-INT-04,Bike,Interval,60min,,15min build,4–5min between reps,FTP,FTP:0.95-1.05,95–105% FTP ramp,Total = 1hr; MS = 5 x 5mins ramp,95–105% FTP,,Total = 1hr; MS = 5 x 5mins ramp,95–105% FTP,FTP:0.60-0.70,95–105% FTP ramp,FTP:0.60-0.70
15,W15-BIKE-TEMP-05,Bike,Tempo Long,,80km,10min,,FTP,FTP:0.80-0.90,80–90% FTP,80km; 2 x 10km hilly,80–90% FTP,,Total = 80km; MS = 2 x 10km hilly,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
15,W15-BIKE-AER-06,Bike,Aerobic,90min,,10min,,FTP,FTP:0.65-0.75,65–75% FTP,90mins steady,65–75% FTP,,90mins steady,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
15,W15-RUN-INT-07,Run,Interval,50min,,12min,2min between reps,RUN_PACE,RUN:5K,5K pace progressive,50mins; 6 x 3mins,5K → faster,,Total = 50mins; 6 x 3mins progressive,5K pace → slightly faster,RUN:AEROBIC,5K pace progressive,RUN:AEROBIC
15,W15-RUN-AER-08,Run,Aerobic,,16km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,16km hilly,8:00–8:45/mi,,16km hilly,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
15,W15-RUN-TEMP-09,Run,Tempo,60min,,12min,,RUN_PACE,RUN:THRESHOLD,Threshold pace,60mins steady,Threshold pace,,60mins steady,Threshold pace,RUN:AEROBIC,Threshold pace,RUN:AEROBIC
16,W16-SWIM-INT-01,Swim,Interval,,2400m,400m + drills,45s between reps,CSS,MIXED,CSS / CSS–3 / hard,"Total = 2,400m; 3 x 300m; 200m; 100m",CSS / CSS–3 / hard,,"Total = 2,400m; MS = 3 x 300m @ PE7; 200m @ PE8; 100m @ PE9",CSS / CSS –3 / hard,CSS:+8-+12,CSS / CSS–3 / hard,CSS:+8-+12
16,W16-SWIM-AER-02,Swim,Aerobic,,1600m,200m,,CSS,CSS:+8-+12,CSS +8–12,"1,600m steady",CSS +8–12,,"1,600m",CSS +8–12,CSS:+8-+12,CSS +8–12,CSS:+8-+12
16,W16-SWIM-STEADY-03,Swim,Steady,,2200m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,200m smooth",CSS +5–10,,"2,200m smooth",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
16,W16-BIKE-INT-04,Bike,Interval,60min,,15min build,1min between reps,FTP,FTP:1.20-1.40,120–140% FTP,1hr; 12 x 1min full power,120–140% FTP,,Total = 1hr; MS = 12 x 1min full power,120–140% FTP,FTP:0.60-0.70,120–140% FTP,FTP:0.60-0.70
16,W16-BIKE-AER-05,Bike,Aerobic,,60km,10min,,FTP,FTP:0.65-0.75,65–75% FTP,60km steady,65–75% FTP,,60km,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
16,W16-BIKE-TEMP-06,Bike,Tempo,60min,,12min,,FTP,FTP:0.80-0.90,80–90% FTP,60mins steady,80–90% FTP,,60mins steady,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
16,W16-RUN-TEMP-07,Run,Tempo,60min,,12min,4min between reps,RUN_PACE,RUN:THRESHOLD,Threshold pace,1hr; 2 x 12mins,Threshold pace,,Total = 1hr; MS = 2 x 12mins,Threshold pace,RUN:AEROBIC,Threshold pace,RUN:AEROBIC
16,W16-RUN-AER-08,Run,Aerobic,,12km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,12km hilly,8:00–8:45/mi,,12km hilly,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
16,W16-RUN-SPD-09,Run,Speed,45min,,12min,2min between reps,RUN_PACE,RUN:5K,5K pace,45mins; 4 x 3mins,5K pace,,45mins; 4 x 3mins,5K pace,RUN:AEROBIC,5K pace,RUN:AEROBIC
17,W17-SWIM-INT-01,Swim,Interval,,2500m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,3 x 200; 4 x 150; 6 x 100,CSS –3 to –5,,"Total = 2,500m; MS = 3 x 200m; 4 x 150m; 6 x 100m",CSS –3 to –5 sec per 100,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
17,W17-SWIM-AER-02,Swim,Aerobic,,2600m,300m,,CSS,CSS:0,CSS steady aerobic,2 x [300; 2 x 500; 2 x 300],CSS steady,,2 x [300m; 2 x 500m; 2 x 300m],CSS steady aerobic,CSS:+8-+12,CSS steady aerobic,CSS:+8-+12
17,W17-SWIM-END-03,Swim,Endurance,,2800m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,800m continuous",CSS +5–10,,"2,800m continuous",CSS +5–10 sec,CSS:+8-+12,CSS +5–10,CSS:+8-+12
17,W17-BIKE-CLMB-04,Bike,Climb Intervals,70min,,15min build,4min between climbs,FTP,FTP:0.90-1.00,90–100% FTP,4 x 8min steady climb,90–100% FTP,,Total = 1:10hr; 4 x 8min steady climb,90–100% FTP (217–241w),FTP:0.60-0.70,90–100% FTP,FTP:0.60-0.70
17,W17-BIKE-TEMP-05,Bike,Tempo Long,,80km,10min,,FTP,FTP:0.80-0.90,80–90% FTP,3 x 10km undulating,80–90% FTP,,Total = 80km; 3 x 10km undulating,80–90% FTP (193–217w),FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
17,W17-BIKE-AER-06,Bike,Aerobic,90min,,10min,,FTP,FTP:0.65-0.75,65–75% FTP,90min steady,65–75% FTP,,90min steady,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
17,W17-RUN-HILL-07,Run,Hill Intervals,60min,,12min,between ladder sets,RUN_PACE,RUN:MIXED,Threshold → 5K,3/2/1 ladder x 6,Threshold → 5K,,Total = 1hr; 3/2/1 ladder x 6,Threshold → 5K pace progression,RUN:AEROBIC,Threshold → 5K,RUN:AEROBIC
17,W17-RUN-AER-08,Run,Aerobic,,15km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,15km rolling,8:00–8:45/mi,,15km rolling,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
17,W17-RUN-TEMP-09,Run,Tempo,55min,,12min,,RUN_PACE,RUN:THRESHOLD,Threshold pace,55mins steady,Threshold pace,,55mins steady,Threshold pace,RUN:AEROBIC,Threshold pace,RUN:AEROBIC
18,W18-SWIM-INT-01,Swim,Interval,,2500m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,8 x 100; 4 x 150; 8 x 100,CSS –3 to –5,,"Total = 2,500m; 8 x 100m; 4 x 150m; 8 x 100m",CSS –3 to –5,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
18,W18-SWIM-AER-02,Swim,Aerobic,,2100m,300m,,CSS,CSS:0,CSS steady,6 x 50; 1500; 6 x 50,CSS steady,,"6 x 50m; 1 x 1,500m; 6 x 50m",CSS steady,CSS:+8-+12,CSS steady,CSS:+8-+12
18,W18-SWIM-END-03,Swim,Endurance,,2700m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,700m continuous",CSS +5–10,,"2,700m continuous",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
18,W18-BIKE-OU-04,Bike,Over/Under,70min,,15min build,recovery between ladders,FTP,FTP:0.85-1.05,85–105% FTP waves,3/2/1 ladder x 6,85–105% FTP waves,,Total = 1:10hr; 3/2/1 ladder x 6,85–105% FTP waves,FTP:0.60-0.70,85–105% FTP waves,FTP:0.60-0.70
18,W18-BIKE-AER-05,Bike,Aerobic Long,,90km,10min,,FTP,FTP:0.65-0.75,65–75% FTP,90km undulating,65–75% FTP,,90km undulating,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
18,W18-BIKE-TEMP-06,Bike,Tempo,75min,,12min,,FTP,FTP:0.80-0.90,80–90% FTP,75mins steady,80–90% FTP,,75mins steady,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
18,W18-RUN-TEMP-07,Run,Tempo,60min,,12min,between sets,RUN_PACE,RUN:MIXED,Threshold → aerobic,3 x (5 hard / 10 steady),Threshold control,,Total = 1hr; 3 x (5min hard / 10min steady),Threshold → aerobic control,RUN:AEROBIC,Threshold → aerobic,RUN:AEROBIC
18,W18-RUN-AER-08,Run,Aerobic Hills,,12km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,12km + 3 hard hills,8:00–8:45/mi,,12km + 3 hard hill reps,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
18,W18-RUN-SPD-09,Run,Speed,45min,,12min,2min between reps,RUN_PACE,RUN:5K,5K pace,45mins; 5 x 2mins,5K pace,,45mins; 5 x 2mins,5K pace,RUN:AEROBIC,5K pace,RUN:AEROBIC
19,W19-SWIM-INT-01,Swim,Interval,,2500m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,8 x 100; 4 x 150; 8 x 100,CSS –3 to –5,,"Total = 2,500m; 8 x 100m; 4 x 150m; 8 x 100m",CSS –3 to –5,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
19,W19-SWIM-AER-02,Swim,Aerobic,,2000m,300m,,CSS,CSS:0,CSS steady,800; 2 x 400; 4 x 200,CSS steady,,800m; 2 x 400m; 4 x 200m,CSS steady,CSS:+8-+12,CSS steady,CSS:+8-+12
19,W19-SWIM-END-03,Swim,Endurance,,2800m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,800m continuous",CSS +5–10,,"2,800m continuous",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
19,W19-BIKE-CLMB-04,Bike,Climb Intervals,70min,,15min build,4min between climbs,FTP,FTP:0.90-1.00,90–100% FTP,4 x 8min steady climb,90–100% FTP,,Total = 1:10hr; 4 x 8min steady climb,90–100% FTP,FTP:0.60-0.70,90–100% FTP,FTP:0.60-0.70
19,W19-BIKE-TEMP-05,Bike,Tempo Long,,80km,10min,,FTP,FTP:0.80-0.90,80–90% FTP,80km; 3 x 12km undulating,80–90% FTP,,80km; 3 x 12km undulating,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
19,W19-BIKE-AER-06,Bike,Aerobic,90min,,10min,,FTP,FTP:0.65-0.75,65–75% FTP,90min steady,65–75% FTP,,90min steady,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
19,W19-RUN-HILL-07,Run,Hill Ladder,60min,,12min,between ladders,RUN_PACE,RUN:MIXED,Threshold → 5K,3/2/1 ladder x 6,Threshold → 5K progression,,1hr; 3/2/1 ladder x 6,Threshold → 5K pace,RUN:AEROBIC,Threshold → 5K,RUN:AEROBIC
19,W19-RUN-AER-08,Run,Aerobic,,18km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,18km rolling,8:00–8:45/mi,,18km rolling,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
19,W19-RUN-TEMP-09,Run,Tempo,60min,,12min,,RUN_PACE,RUN:THRESHOLD,Threshold pace,60mins steady,Threshold pace,,60mins steady,Threshold pace,RUN:AEROBIC,Threshold pace,RUN:AEROBIC
20,W20-SWIM-INT-01,Swim,Interval,,2400m,400m + drills,45s between reps,CSS,CSS:-3--5,CSS –3 to –5,10 x 200m,CSS –3 to –5,,"Total = 2,400m; 10 x 200m",CSS –3 to –5,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
20,W20-SWIM-AER-02,Swim,Aerobic,,1800m,300m,,CSS,CSS:+8-+12,CSS +8–12,"1,800m steady",CSS +8–12,,"1,800m",CSS +8–12,CSS:+8-+12,CSS +8–12,CSS:+8-+12
20,W20-SWIM-STEADY-03,Swim,Steady,,2200m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,200m smooth",CSS +5–10,,"2,200m smooth",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
20,W20-BIKE-OU-04,Bike,Over/Under,60min,,15min build,6min recovery between ladders,FTP,FTP:0.85-1.05,85–105% FTP,3/2/1 ladder w/ 6min recovery,85–105% FTP,,Total = 1hr; 3/2/1 ladder w/ 6min recovery,85–105% FTP,FTP:0.60-0.70,85–105% FTP,FTP:0.60-0.70
